nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
0348,S36E31,-36,-31,156,30,Dso,7,9,Beta,2003-04-29,307.68497945839965,251.8531734672776,20030429_0348.npy
0349,S14E33,-14,-33,154,390,Dki,9,29,Beta-Gamma,2003-04-29,252.9806228603415,424.2444364459108,20030429_0349.npy
0337,S16W67,-16,67,241,290,Eao,12,15,Beta-Gamma,2003-04-30,941.0420595991936,391.4608087019444,20030430_0337.npy
0340,S09W50,-9,50,224,130,Dao,7,17,Beta,2003-04-30,878.7932056033567,458.6745994604751,20030430_0340.npy
0343,N07W23,7,23,197,0,Axx,1,2,Alpha,2003-04-30,699.1854153272461,604.0279013746718,20030430_0343.npy
0344,N16W27,16,27,201,370,Dao,8,18,Beta-Gamma,2003-04-30,722.8649513673301,676.5759350109485,20030430_0344.npy
0345,S16E08,-16,-8,166,190,Dao,5,15,Beta,2003-04-30,444.99949505342767,412.2464086211229,20030430_0345.npy
0346,N16E12,16,-12,162,90,Cso,4,4,Beta,2003-04-30,412.8392229614185,679.6561596792703,20030430_0346.npy
0347,S18W02,-18,2,176,10,Bxo,4,9,Beta,2003-04-30,526.3729079603124,395.9895374704804,20030430_0347.npy
0348,S35E19,-35,-19,155,50,Dso,9,10,Beta,2003-04-30,380.56547628213775,261.1044326914133,20030430_0348.npy
0349,S13E20,-13,-20,154,510,Dkc,10,44,Beta-Gamma,2003-04-30,347.87072248511885,435.534940638943,20030430_0349.npy
0337,S16W81,-16,81,242,80,Dso,6,4,Beta,2003-05-01,972.0374375445708,383.2473956880425,20030501_0337.npy
0344,N15W41,15,41,202,220,Dko,7,9,Beta-Gamma,2003-05-01,818.7543338748309,663.014497072665,20030501_0344.npy
0345,S17W06,-17,6,167,110,Dao,5,9,Beta,2003-05-01,558.7859217576199,403.32351567985353,20030501_0345.npy
0346,N16W02,16,2,163,60,Hsx,2,1,Alpha,2003-05-01,526.4144912099576,679.608839083813,20030501_0346.npy
0348,S36E11,-36,-11,150,20,Cso,4,5,Beta,2003-05-01,435.1499599356448,254.29207551656447,20030501_0348.npy
0349,S13E07,-13,-7,154,740,Eki,12,45,Beta-Gamma,2003-05-01,452.2098751125762,436.6305943573685,20030501_0349.npy
0350,S12W58,-12,58,219,70,Dao,8,6,Beta,2003-05-01,914.0004157066684,429.0525634728626,20030501_0350.npy
0351,N06E76,6,-76,85,90,Hkx,3,1,Alpha,2003-05-01,42.58991609150257,570.3147521375117,20030501_0351.npy
0337,S15W92,-15,92,240,60,Hsx,2,1,Alpha,2003-05-02,979.4351266930784,384.96248749484056,20030502_0337.npy
0344,N15W54,15,54,202,210,Dao,8,10,Beta-Gamma,2003-05-02,890.305925137613,656.6154402741067,20030502_0344.npy
0345,S17W19,-17,19,167,120,Dao,4,7,Beta,2003-05-02,661.5128159994106,400.9107491110869,20030502_0345.npy
0346,N15W15,15,15,163,60,Hsx,2,1,Alpha,2003-05-02,631.5902927408506,669.6016079902536,20030502_0346.npy
0348,S34W01,-34,1,149,10,Axx,1,2,Alpha,2003-05-02,517.0769560290207,268.7147208591871,20030502_0348.npy
0349,S14W06,-14,6,154,1020,Ekc,12,51,Beta-Gamma,2003-05-02,559.21090136914,427.4962560492535,20030502_0349.npy
0350,S11W70,-11,70,218,60,Dao,9,5,Beta,2003-05-02,958.7930059651944,430.5996096623528,20030502_0350.npy
0351,N08E65,8,-65,83,150,Hax,3,1,Alpha,2003-05-02,74.74895483534692,593.1346164405703,20030502_0351.npy
0352,S24E43,-24,-43,105,20,Bxo,4,3,Beta,2003-05-02,207.24748533211985,337.1711807118091,20030502_0352.npy
0344,N15W67,15,67,200,270,Dao,9,11,Beta,2003-05-03,942.480759705196,649.5054351418748,20030503_0344.npy
0345,S17W34,-17,34,167,130,Dao,8,12,Beta-Gamma,2003-05-03,770.2999419889231,396.42937079754944,20030503_0345.npy
0346,N15W28,15,28,161,70,Hsx,2,1,Alpha,2003-05-03,730.6766005358411,665.9967433692531,20030503_0346.npy
0348,S35W13,-35,13,146,10,Axx,2,4,Alpha,2003-05-03,599.7773567036738,260.06576824987906,20030503_0348.npy
0349,S13W21,-13,21,154,1010,Ekc,14,57,Beta-Gamma,2003-05-03,679.9093775061529,433.0783551446211,20030503_0349.npy
0350,S11W84,-11,84,217,60,Dao,10,5,Beta,2003-05-03,984.6836193654016,422.4936536270312,20030503_0350.npy
0351,N08E51,8,-51,82,180,Hsx,4,1,Alpha,2003-05-03,136.33223316808443,599.8476311886392,20030503_0351.npy
0352,S25E30,-25,-30,103,20,Bxo,5,4,Beta,2003-05-03,289.6657595142214,332.8346920494297,20030503_0352.npy
0344,N16W81,16,81,201,160,Dso,4,4,Beta,2003-05-04,971.5206873152638,649.6350370691996,20030504_0344.npy
0345,S17W46,-17,46,166,110,Dao,5,6,Beta,2003-05-04,844.7273378969468,391.5773792835001,20030504_0345.npy
0346,N14W40,14,40,160,70,Hsx,1,1,Alpha,2003-05-04,813.4413033410744,653.3323440258298,20030504_0346.npy
0348,S35W27,-35,27,147,40,Cro,9,10,Beta,2003-05-04,691.0731420038046,257.2482196129443,20030504_0348.npy
0349,S14W34,-14,34,154,820,Ekc,14,52,Beta-Gamma,2003-05-04,774.0192181300788,420.624612880516,20030504_0349.npy
0351,N08E38,8,-38,82,240,Hax,3,1,Alpha,2003-05-04,213.67787908558904,604.6020360066913,20030504_0351.npy
0344,N14W94,14,94,201,120,Dao,4,6,Beta,2003-05-05,980.2233946839092,626.040433378904,20030505_0344.npy
0345,S17W60,-17,60,167,100,Dao,4,4,Beta,2003-05-05,912.787254598624,385.1229502172861,20030505_0345.npy
0346,N14W54,14,54,161,70,Hsx,2,1,Alpha,2003-05-05,891.7690603339702,646.9701804128696,20030505_0346.npy
0348,S35W44,-35,44,151,250,Fki,16,23,Beta-Gamma,2003-05-05,786.9536680638623,252.2975564760288,20030505_0348.npy
0349,S15W47,-15,47,154,1030,Ekc,15,54,Beta-Gamma,2003-05-05,853.675425843024,407.1106486848231,20030505_0349.npy
0351,N08E25,8,-25,82,220,Hhx,4,1,Alpha,2003-05-05,306.4632815779371,607.7707821190172,20030505_0351.npy
0353,S16E33,-16,-33,74,20,Axx,2,2,Alpha,2003-05-05,255.59365076109373,403.51986685803416,20030505_0353.npy
0354,N19E58,19,-58,49,40,Hsx,1,1,Alpha,2003-05-05,121.37489712253569,685.035780144712,20030505_0354.npy
0345,S17W72,-17,72,166,60,Dao,3,3,Beta,2003-05-06,951.9641624764746,379.10876171082543,20030506_0345.npy
0346,N14W67,14,67,161,60,Hsx,1,1,Alpha,2003-05-06,943.9942246701356,640.3324781963795,20030506_0346.npy
0348,S35W55,-35,55,149,330,Fai,17,27,Beta-Gamma,2003-05-06,836.2917225714871,248.22266969337488,20030506_0348.npy
0349,S14W60,-14,60,154,730,Fkc,16,40,Beta-Gamma,2003-05-06,918.428369399216,409.3740933175864,20030506_0349.npy
0351,N08E12,8,-12,82,180,Hsx,3,1,Alpha,2003-05-06,409.56491345109714,609.2299467480999,20030506_0351.npy
0354,N19E47,19,-47,47,20,Hsx,1,1,Alpha,2003-05-06,174.4446385725661,689.1892766794701,20030506_0354.npy
0355,N12E45,12,-45,49,20,Hsx,1,1,Alpha,2003-05-06,174.20665898346869,633.6690677851092,20030506_0355.npy
0345,S17W86,-17,86,167,30,Hsx,2,1,Alpha,2003-05-07,973.3282545560296,372.0842717349369,20030507_0345.npy
0346,N14W77,14,77,158,50,Hsx,2,1,Alpha,2003-05-07,969.1654763838796,635.0129784670132,20030507_0346.npy
0348,S34W68,-34,68,149,560,Fki,19,18,Beta-Gamma,2003-05-07,883.5928291265238,250.19176982168767,20030507_0348.npy
0349,S15W71,-15,71,152,610,Fkc,16,24,Beta-Gamma,2003-05-07,953.6865041521464,395.6982510653868,20030507_0349.npy
0351,N08W02,8,2,83,190,Hax,3,1,Alpha,2003-05-07,526.4429546269806,609.0353303746317,20030507_0351.npy
0354,N19E33,19,-33,48,30,Hsx,1,1,Alpha,2003-05-07,259.7983101090132,693.2598768039497,20030507_0354.npy
0355,N12E31,12,-31,50,10,Hsx,1,1,Alpha,2003-05-07,265.0884150093774,637.6278775667897,20030507_0355.npy
0346,N13W90,13,90,157,60,Hsx,2,1,Alpha,2003-05-08,982.9917110490904,620.0548328354201,20030508_0346.npy
0348,S34W80,-34,80,147,420,Fai,19,15,Beta-Gamma,2003-05-08,906.6754048915373,245.2636353641024,20030508_0348.npy
0349,S14W86,-14,86,153,450,Eki,13,14,Beta-Gamma,2003-05-08,979.9727913071532,396.474393677133,20030508_0349.npy
0351,N08W15,8,15,82,200,Hsx,3,1,Alpha,2003-05-08,634.4430796583274,607.1540719840426,20030508_0351.npy
0353,S16W09,-16,9,76,10,Bxo,4,6,Beta,2003-05-08,582.9692672204294,405.6535175882444,20030508_0353.npy
0354,N19E21,19,-21,46,10,Axx,1,1,Alpha,2003-05-08,345.32843112111937,695.2755529890046,20030508_0354.npy
0355,N13E17,13,-17,50,10,Hrx,1,1,Alpha,2003-05-08,371.43268327433134,647.9673446677606,20030508_0355.npy
0348,S36W90,-36,90,143,80,Hsx,3,1,Alpha,2003-05-09,902.9516533938876,227.43541089474547,20030509_0348.npy
0351,N08W27,8,27,80,200,Hsx,3,1,Alpha,2003-05-09,728.2412517171724,604.1099306092538,20030509_0351.npy
0354,N19E07,19,-7,46,20,Hsx,1,1,Alpha,2003-05-09,453.7439195660264,696.0882861898452,20030509_0354.npy
0351,N10W41,10,41,81,210,Hsx,3,1,Alpha,2003-05-10,823.6876985616123,616.0803785651536,20030510_0351.npy
0356,N15E63,15,-63,337,110,Dso,6,2,Beta,2003-05-10,93.58115680962167,648.5523063179809,20030510_0356.npy
0351,N09W55,9,55,82,150,Hsx,2,1,Alpha,2003-05-11,902.6950781888588,602.2614731269376,20030511_0351.npy
0356,N15E47,15,-47,340,30,Hsx,1,1,Alpha,2003-05-11,167.6701736839031,654.1949569047576,20030511_0356.npy
0351,N09W67,9,67,81,150,Hsx,2,1,Alpha,2003-05-12,951.1555137115428,596.9949696904993,20030512_0351.npy
0354,N17W32,17,32,46,0,Axx,0,1,Alpha,2003-05-12,755.9983048055688,673.9479354686637,20030512_0354.npy
0356,N16E36,16,-36,338,60,Cso,5,2,Beta,2003-05-12,236.06684824288575,664.8530959602301,20030512_0356.npy
0357,S16E70,-16,-70,304,40,Cso,9,3,Beta,2003-05-12,73.6199608665774,386.43151708569246,20030512_0357.npy
0351,N08W82,8,82,83,170,Hsx,3,1,Alpha,2003-05-13,985.4588417486472,582.0489410091166,20030513_0351.npy
0356,N17E22,17,-22,339,50,Cso,7,4,Beta,2003-05-13,336.0592514611487,675.0011625545919,20030513_0356.npy
0357,S16E56,-16,-56,305,70,Eso,11,6,Beta,2003-05-13,124.40478808610374,391.211340094273,20030513_0357.npy
0358,N10E23,10,-23,338,0,Axx,1,2,Alpha,2003-05-13,323.1141822010004,617.9701821096124,20030513_0358.npy
0359,S16W18,-16,18,19,20,Cso,4,3,Beta,2003-05-13,654.0180237886841,400.4542183363169,20030513_0359.npy
0356,N17E09,17,-9,338,60,Cao,4,6,Beta,2003-05-14,437.1402729925479,675.5741712710978,20030514_0356.npy
0357,S16E43,-16,-43,304,80,Dso,10,4,Beta,2003-05-14,192.38235678258772,394.5940416450056,20030514_0357.npy
0358,N09E10,9,-10,337,40,Dso,4,8,Beta,2003-05-14,426.442735873434,610.3774827291783,20030514_0358.npy
0359,S16W32,-16,32,19,10,Axx,0,1,Alpha,2003-05-14,757.0313151032053,397.3113262711908,20030514_0359.npy
0356,N17W04,17,4,338,60,Cao,4,6,Beta,2003-05-15,541.8914757853631,674.895285174526,20030515_0356.npy
0357,S16E30,-16,-30,304,50,Dso,9,4,Beta,2003-05-15,276.71328855646607,396.8596954083864,20030515_0357.npy
0358,N09W03,9,3,337,80,Dao,6,9,Beta,2003-05-15,534.5449197116811,609.7780843852361,20030515_0358.npy
0359,S17W46,-17,46,20,20,Bxo,3,5,Beta,2003-05-15,843.4397378168603,385.1131873191768,20030515_0359.npy
0360,S04W20,-4,20,354,0,Axx,1,1,Alpha,2003-05-15,675.0840890052341,499.05707627607785,20030515_0360.npy
0356,N18W17,18,17,338,60,Dao,5,9,Beta,2003-05-16,644.4539649031001,681.0297144153069,20030516_0356.npy
0357,S17E18,-17,-18,304,40,Dso,8,3,Beta,2003-05-16,366.30991927078446,389.6454919691861,20030516_0357.npy
0358,N08W17,8,17,338,70,Dao,7,7,Beta,2003-05-16,649.9669854184805,599.5969142605663,20030516_0358.npy
0359,S10W58,-10,58,19,20,Hrx,1,2,Alpha,2003-05-16,914.6876488176466,438.9035290902478,20030516_0359.npy
0360,S05W34,-5,34,355,10,Axx,0,1,Alpha,2003-05-16,779.8295831859956,487.3207250069357,20030516_0360.npy
0361,N09E39,9,-39,282,20,Hrx,1,2,Alpha,2003-05-16,208.70163971822492,603.8668479873745,20030516_0361.npy
0362,S10E77,-10,-77,244,70,Dao,10,3,Beta,2003-05-16,47.16002148911514,432.2858719793495,20030516_0362.npy
0356,N18W29,18,29,337,30,Cso,7,10,Beta,2003-05-17,733.3212249205842,678.4360166485351,20030517_0356.npy
0357,S17E07,-17,-7,301,50,Dao,3,4,Beta,2003-05-17,453.1450892896898,389.6004838904375,20030517_0357.npy
0358,N08W30,8,30,339,30,Cso,7,3,Beta,2003-05-17,749.8114033583431,596.7611588682404,20030517_0358.npy
0359,S14W75,-14,75,23,20,Axx,2,2,Alpha,2003-05-17,963.9891113593887,399.8822546585824,20030517_0359.npy
0361,N08E25,8,-25,283,30,Hsx,2,7,Alpha,2003-05-17,306.8846355250324,597.5357034753694,20030517_0361.npy
0362,S11E64,-11,-64,244,240,Dao,10,11,Beta,2003-05-17,83.85394425371766,428.08887444913,20030517_0362.npy
0356,N18W44,18,44,339,10,Bxo,3,4,Beta,2003-05-18,829.9479416358164,674.5705767272138,20030518_0356.npy
0357,S15W06,-15,6,301,50,Dao,4,11,Beta,2003-05-18,558.4802637295485,405.1991311210917,20030518_0357.npy
0358,N08W46,8,46,341,10,Hrx,1,3,Alpha,2003-05-18,854.9782047469221,592.4943328004736,20030518_0358.npy
0361,N09E10,9,-10,285,10,Axx,2,3,Alpha,2003-05-18,426.3578016130581,606.5655290870579,20030518_0361.npy
0362,S11E50,-11,-50,245,210,Dao,10,10,Beta,2003-05-18,146.2086266067534,431.6243736216486,20030518_0362.npy
0356,N17W54,17,54,336,20,Cso,3,3,Beta,2003-05-19,884.5797027505333,663.4333760865665,20030519_0356.npy
0357,S16W20,-16,20,302,50,Dsi,5,14,Beta,2003-05-19,668.9309416854701,395.08839014311854,20030519_0357.npy
0361,N10W01,10,1,283,0,Axx,0,1,Alpha,2003-05-19,517.7852236248575,614.1759125435698,20030519_0361.npy
0362,S11E37,-11,-37,245,110,Dso,8,10,Beta-Gamma,2003-05-19,223.77734931958923,433.8741306088268,20030519_0362.npy
0363,S08W04,-8,4,286,0,Axx,1,1,Alpha,2003-05-19,542.9322986011479,462.7266586838708,20030519_0363.npy
0356,N18W67,18,67,335,20,Bxo,3,2,Beta,2003-05-20,933.6460590616872,667.3789944887751,20030520_0356.npy
0357,S16W34,-16,34,302,60,Cao,7,18,Beta,2003-05-20,770.0115280287498,392.4052063916648,20030520_0357.npy
0362,S11E23,-11,-23,245,70,Cao,9,8,Beta,2003-05-20,323.7152285556961,435.2570703471969,20030520_0362.npy
0364,S26W29,-26,29,297,40,Cso,5,7,Beta,2003-05-20,720.744161973265,313.46613901144275,20030520_0364.npy
0357,S15W48,-15,48,303,50,Cso,8,10,Beta,2003-05-21,857.4165417903264,397.3019360071057,20030521_0357.npy
0362,S10E10,-10,-10,245,90,Dso,8,11,Beta-Gamma,2003-05-21,426.7098068300142,443.7896261688463,20030521_0362.npy
0364,S24W40,-24,40,295,100,Dso,7,12,Beta,2003-05-21,794.2109324986883,326.6378760899147,20030521_0364.npy
0365,S06E68,-6,-68,187,130,Dso,4,4,Beta,2003-05-21,65.24223674435427,467.2111210817758,20030521_0365.npy
0357,S16W61,-16,61,303,40,Cao,9,8,Beta,2003-05-22,916.7923421939864,385.80502032675713,20030522_0357.npy
0362,S12W03,-12,3,245,110,Dao,8,19,Beta-Gamma,2003-05-22,534.346611546473,426.3824780591335,20030522_0362.npy
0364,S26W54,-26,54,296,70,Dao,7,8,Beta,2003-05-22,861.889761900825,308.1309144918058,20030522_0364.npy
0365,S07E52,-7,-52,190,80,Dao,3,4,Beta,2003-05-22,132.08347419543168,462.2405733275348,20030522_0365.npy
0357,S16W73,-16,73,302,60,Cso,7,8,Beta,2003-05-23,954.580337608404,382.741672524934,20030523_0357.npy
0362,S11W15,-11,15,244,100,Dso,8,15,Beta,2003-05-23,632.5972283807808,433.3110446937607,20030523_0362.npy
0364,S26W67,-26,67,296,50,Dao,8,9,Beta,2003-05-23,910.218821030531,305.19602525744585,20030523_0364.npy
0365,S07E38,-7,-38,191,40,Cso,3,4,Beta,2003-05-23,214.2818418743992,464.1831415735915,20030523_0365.npy
0366,N11E62,11,-62,167,20,Axx,1,2,Alpha,2003-05-23,91.86621115834411,610.4230713899908,20030523_0366.npy
0367,S14E69,-14,-69,160,50,Cao,2,1,Beta,2003-05-23,73.38819670899375,399.8616524751452,20030523_0367.npy
0368,S32E76,-32,-76,153,180,Hax,2,1,Alpha,2003-05-23,113.97678629534856,258.9181939055531,20030523_0368.npy
0362,S11W30,-11,30,246,50,Dao,7,7,Beta,2003-05-24,747.2610343043862,431.043410559294,20030524_0362.npy
0365,S09E25,-9,-25,191,20,Hsx,1,1,Alpha,2003-05-24,307.7044501967646,448.2323564335833,20030524_0365.npy
0366,N10E50,10,-50,166,20,Bxo,3,2,Beta,2003-05-24,145.5927723290098,604.1224210816702,20030524_0366.npy
0367,S14E55,-14,-55,161,30,Hsx,1,1,Alpha,2003-05-24,126.32276662490472,402.32267030431336,20030524_0367.npy
0368,S32E62,-32,-62,154,170,Hax,3,1,Alpha,2003-05-24,149.1220569821084,261.2065529018564,20030524_0368.npy
0369,N12E08,12,-8,208,20,Cao,3,4,Beta,2003-05-24,443.66348664859527,625.5482939314536,20030524_0369.npy
0370,N16E53,16,-53,163,20,Axx,1,1,Alpha,2003-05-24,139.37274067133677,652.5995063782458,20030524_0370.npy
0362,S10W44,-10,44,246,30,Cro,7,4,Beta,2003-05-25,840.6504390485718,436.7422000083334,20030525_0362.npy
0365,S08E11,-8,-11,191,20,Bxo,3,5,Beta,2003-05-25,417.95114213354327,456.6829614766916,20030525_0365.npy
0366,N11E36,11,-36,166,10,Axx,1,1,Alpha,2003-05-25,230.76515700484543,613.9288027911686,20030525_0366.npy
0367,S14E42,-14,-42,160,70,Hsx,2,1,Alpha,2003-05-25,196.0617032195392,403.8346440112496,20030525_0367.npy
0368,S33E50,-33,-50,152,170,Hsx,2,1,Alpha,2003-05-25,199.97732809545312,255.40863150266205,20030525_0368.npy
0369,N12W08,12,8,210,10,Axx,1,1,Alpha,2003-05-25,575.2908077614057,624.5765211031373,20030525_0369.npy
0370,N16E38,16,-38,164,10,Axx,1,1,Alpha,2003-05-25,223.724460801811,654.4352145778579,20030525_0370.npy
0365,S08E08,-8,-8,181,190,Dai,6,16,Beta,2003-05-26,,,
0367,S14E29,-14,-29,160,40,Cso,4,4,Beta,2003-05-26,,,
0368,S33E37,-33,-37,152,130,Hax,2,1,Alpha,2003-05-26,,,
0365,S06W06,-6,6,182,210,Dai,7,18,Beta,2003-05-27,559.6753756418888,471.7042746193786,20030527_0365.npy
0367,S14E17,-14,-17,159,50,Cao,3,3,Beta,2003-05-27,372.296358085033,404.59647054752384,20030527_0367.npy
0368,S32E24,-32,-24,152,120,Hax,3,1,Alpha,2003-05-27,343.104069746034,263.8385846180483,20030527_0368.npy
0370,N16E13,16,-13,163,20,Cro,2,3,Beta,2003-05-27,404.9033682349864,654.9600241290052,20030527_0370.npy
0365,S07W19,-7,19,182,400,Dkc,7,38,Beta-Gamma-Delta,2003-05-28,665.9265746277603,461.84134874120656,20030528_0365.npy
0367,S14E04,-14,-4,159,30,Cao,3,4,Beta,2003-05-28,476.8678921234728,404.0564504692636,20030528_0367.npy
0368,S32E11,-32,-11,152,100,Cso,5,8,Beta,2003-05-28,431.6419856171488,263.6069790292664,20030528_0368.npy
0371,S13W10,-13,10,173,10,Hsx,0,1,Alpha,2003-05-28,591.4501709247679,412.1932363090959,20030528_0371.npy
0372,S14W03,-14,3,166,20,Bxo,2,4,Beta,2003-05-28,534.1628819968123,404.0703625299533,20030528_0372.npy
0373,N08E81,8,-81,82,120,Hax,2,1,Alpha,2003-05-28,39.87634420380431,580.0493721889743,20030528_0373.npy
0365,S07W32,-7,32,182,840,Dkc,8,40,Beta-Gamma-Delta,2003-05-29,764.0056871160473,460.08463935509633,20030529_0365.npy
0367,S14W09,-14,9,159,20,Cso,3,4,Beta,2003-05-29,582.999106359189,403.0307833069389,20030529_0367.npy
0368,S32W02,-32,2,152,120,Cso,5,6,Beta,2003-05-29,524.1139923304454,262.9393006996645,20030529_0368.npy
0372,S14W16,-14,16,166,10,Bxo,4,3,Beta,2003-05-29,638.9579133786539,402.8216167276274,20030529_0372.npy
0373,N08E66,8,-66,82,130,Hsx,2,2,Alpha,2003-05-29,74.35184730315308,582.1596192201281,20030529_0373.npy
0374,S22W59,-22,59,209,10,Axx,1,1,Alpha,2003-05-29,893.9344882419787,335.06178453305205,20030529_0374.npy
0365,S07W45,-7,45,182,880,Dkc,8,32,Beta-Gamma-Delta,2003-05-30,848.8921458238002,458.2093018610863,20030530_0365.npy
0367,S14W22,-14,22,159,10,Hsx,1,1,Alpha,2003-05-30,685.2875290485863,401.6740793193249,20030530_0367.npy
0368,S32W15,-32,15,152,140,Dao,6,11,Beta,2003-05-30,615.8185147762035,261.95941461291574,20030530_0368.npy
0373,N08E53,8,-53,84,110,Cso,4,3,Beta,2003-05-30,128.5474743637247,583.3310110503021,20030530_0373.npy
0374,S22W72,-22,72,209,10,Axx,1,1,Alpha,2003-05-30,935.7946836863346,333.3054070655085,20030530_0374.npy
0365,S07W59,-7,59,182,800,Dkc,8,25,Beta-Gamma-Delta,2003-05-31,920.7523156917292,456.2603906224825,20030531_0365.npy
0368,S32W26,-32,26,149,60,Dao,4,6,Beta,2003-05-31,689.4323707464522,260.8458853374531,20030531_0368.npy
0373,N08E41,8,-41,82,80,Hsx,2,1,Alpha,2003-05-31,196.24935316109296,583.7859367452471,20030531_0373.npy
0365,S07W72,-7,72,182,540,Dkc,8,22,Beta-Gamma-Delta,2003-06-01,965.569918755226,454.644421186024,20030601_0365.npy
0368,S33W38,-33,38,148,20,Cro,3,4,Beta,2003-06-01,759.2696349951771,252.55924672856776,20030601_0368.npy
0373,N08E28,8,-28,82,110,Hsx,2,1,Alpha,2003-06-01,285.1171401208907,583.7985929017547,20030601_0373.npy
0365,S07W84,-7,84,181,450,Dkc,8,15,Beta-Gamma-Delta,2003-06-02,986.221264170618,453.4562282015398,20030602_0365.npy
0368,S33W51,-33,51,148,10,Axx,1,2,Alpha,2003-06-02,824.6537246228106,251.478435516361,20030602_0368.npy
0373,N07E15,7,-15,82,120,Cso,4,7,Beta,2003-06-02,385.4394236780354,574.9766750133476,20030602_0373.npy
0375,N11E74,11,-74,23,140,Dao,10,2,Beta,2003-06-02,56.44942662913195,604.7346812038852,20030602_0375.npy
0368,S32W63,-32,63,147,10,Axx,1,1,Alpha,2003-06-03,874.6988228416475,257.72690377931053,20030603_0368.npy
0373,N06E00,6,0,84,160,Cso,6,10,Beta,2003-06-03,509.5094648728303,565.7561627467416,20030603_0373.npy
0375,N12E64,12,-64,20,370,Dso,6,6,Beta,2003-06-03,86.95994339961163,613.3412043264955,20030603_0375.npy
0376,S12E13,-12,-13,71,30,Cro,4,4,Beta,2003-06-03,403.30327199873057,414.67456550028464,20030603_0376.npy
0373,N07W14,7,14,85,130,Dso,5,7,Beta,2003-06-04,625.6119157851712,573.0116400622568,20030604_0373.npy
0375,N12E50,12,-50,21,390,Dko,10,11,Beta-Gamma,2003-06-04,148.9406382517201,613.5120516043112,20030604_0375.npy
0376,S11E00,-11,0,71,60,Dao,5,6,Beta,2003-06-04,509.6076452789556,422.03763508582415,20030604_0376.npy
0373,N07W28,7,28,85,130,Dao,6,5,Beta,2003-06-05,734.9711460888086,571.8588648938344,20030605_0373.npy
0375,N11E39,11,-39,18,370,Eai,12,19,Beta-Gamma,2003-06-05,212.21247421558385,604.8952775662921,20030605_0375.npy
0376,S11W14,-11,14,71,70,Dso,5,7,Beta,2003-06-05,624.5936840816033,421.0210836480527,20030605_0376.npy
0377,N04E71,4,-71,346,30,Cso,9,3,Beta,2003-06-05,56.84629333921436,545.7172226576372,20030605_0377.npy
0373,N07W40,7,40,84,110,Cso,6,4,Beta,2003-06-06,817.7907911422342,570.8518211081822,20030606_0373.npy
0375,N12E24,12,-24,20,360,Eai,12,30,Beta-Gamma,2003-06-06,317.7957836500815,612.4918821979456,20030606_0375.npy
0376,S11W30,-11,30,74,30,Hsx,2,1,Alpha,2003-06-06,746.7352616527794,420.0444739599789,20030606_0376.npy
0377,N05E57,5,-57,347,70,Dso,8,7,Beta,2003-06-06,107.8609617876428,553.9317230353967,20030606_0377.npy
0378,N16E69,16,-69,335,20,Cso,6,3,Beta,2003-06-06,78.76647278090263,644.5133179998836,20030606_0378.npy
0373,N07W52,7,52,83,80,Cso,2,2,Beta,2003-06-07,887.3770718269843,569.315289987889,20030607_0373.npy
0375,N12E09,12,-9,22,490,Dki,7,25,Beta-Gamma-Delta,2003-06-07,436.01089627123656,610.7927113605124,20030607_0375.npy
0376,S11W44,-11,44,75,20,Hsx,1,1,Alpha,2003-06-07,839.0616178033356,418.54032932299776,20030607_0376.npy
0377,N04E43,4,-43,348,90,Dso,7,5,Beta,2003-06-07,182.1919968595762,544.167862399495,20030607_0377.npy
0378,N16E57,16,-57,334,40,Cro,5,2,Beta,2003-06-07,122.2044205297476,643.4062691481113,20030607_0378.npy
0379,S19W68,-19,68,99,40,Cso,5,3,Beta,2003-06-07,932.8351914666088,353.9743010035749,20030607_0379.npy
